time	unix_time	mood	moodNotes	trigger	activity	unique_interactions	alone	location	morale	stress	fatigue	compulsions
2018-08-19T19:49:08.673179	1534722548.673179	3	good but tired	went to park slope to hang out with jody and iris	leisure, with friends, errands	2	True	Home	2	0	4	True
2018-08-19T20:50:07.186185	1534726207.186185	2.5	lazy	watching SATC	leisure, tv	0	True	Home	2	0	4	True
2018-08-19T21:53:52.731291	1534730032.731291	2.5	a little restless	not doing anything in particular	leisure, feedly, errands	0	True	Home	2.5	1	3.5	True
2018-08-19T22:55:53.072263	1534733753.072263	4	excited	looking forward to socializing this semester; shroom weekend; barak and gunvor said they might join me in london for mozfest!	leisure, chatting, errands	9	True	Home	3	0	3	True
2018-08-20T10:41:36.414756	1534776096.414756	3	groggy	just waking up	email, chatting	6	True	Home	3	0	3.5	False
2018-08-20T11:43:30.699944	1534779810.699944	3	pretty okay, considering i have to see k today	figuring out this datetime conversion stuff	schoolwork, chatting	3	True	Home	3	1	3	False
2018-08-20T16:00:49.206203	1534795249.206203	4	refreshed and optimistic	i may have just let go of my resentment and forgiven k; i know i'm fine	schoolwork, leisure, tv	2	True	Home	3.5	0	2	True
2018-08-20T17:01:37.146449	1534798897.146449	3.5	focused	working on timezone conversions	schoolwork	1	True	Home	3.5	0	1.5	False
2018-08-20T18:02:47.095548	1534802567.095548	3	a little frantic	running around getting ready to leave	eating, schoolwork	1	True	Home	3	2	1.5	False
2018-08-20T23:17:08.648662	1534821428.648662	3.5	fine	just watching SATC	leisure, tv, with friends	2	True	Home	2.5	0	2.5	True
2018-08-21T00:38:33.259379	1534826313.259379	3	focused	working on timezones again	schoolwork	1	True	Home	3	0	3	True
2018-08-21T01:47:02.423039	1534830422.423039	3	still focused, missing him a little	still working on timezones	schoolwork	1	True	Home	3	0	3.5	True
2018-08-21T12:26:24.284688	1534868784.284688	3.5	cheerful	it's a beautiful day today and i can feel autumn in the air	email	0	True	Home	3.5	0	2	False
2018-08-21T13:30:44.778319	1534872644.778319	3	hungry	haven't eaten, getting ready to leave	errands	1	True	Home	3	1	2	False
2018-08-21T15:40:17.288879	1534880417.288879	4	cheerful	hanging out and working at school	schoolwork, with friends	4	False	School	3	0	1.5	True
2018-08-21T16:43:14.919880	1534884194.91988	4	accomplished	finally done converting time zones in data	schoolwork, with friends	1	False	School	4	0	2	False
2018-08-21T21:25:15.163107	1534901115.163107	4.5	happy	had a nice dinner date with casey; nice day with friends	leisure, with friends, eating	1	True	Home	3	0	3	False
2018-08-21T22:28:49.482395	1534904929.482395	3.5	content but lazy	watching SATC	leisure, tv	0	True	Home	2.5	0	3.5	True
2018-08-22T12:44:42.270661	1534956282.270661	3	tired	just got to school	errands	2	False	School	3	0	2.5	True
2018-08-22T18:58:17.018268	1534978697.018268	4	physically tired but cheerful	back at school after yoga	working out, with friends, email	4	False	School	3	0	3	True
2018-08-22T21:22:49.203886	1534987369.203886	4.5	cheerful	had a nice dinner with sandy at saigon shack's new outpost	leisure, eating, with friends	1	False	School	3	0	3.5	False
2018-08-22T22:54:51.955550	1534992891.95555	3.5	content	just got home and had a shower	leisure, schoolwork	1	True	Home	3	0	4	True
2018-08-22T23:55:37.249081	1534996537.249081	3	sleepy	long day of running around	schoolwork	2	True	Home	2	0	4.5	True
2018-08-23T01:00:05.043313	1535000405.043313	2.5	even sleepier	wanted to sleep but couldn't stop being compulsive	reading, leisure	1	True	Home	1	0	5	True
2018-08-23T11:35:34.717269	1535038534.717269	3	fine	just got out of bed	leisure, feedly	0	True	Home	3	0	2	True
2018-08-23T12:56:22.250774	1535043382.250774	2.5	guilty	it's late and i haven't done anything besides eat and watch SATC	leisure, tv	1	True	Home	2.5	0	2.5	True
2018-08-23T15:04:55.344749	1535051095.344749	2.5	suffering	getting my S Health data ready	schoolwork, with friends	2	False	School	3	2	2	False
2018-08-23T16:10:22.176149	1535055022.176149	2.5	annoyed at myself	did superfluous work	schoolwork, with friends	4	False	School	2.5	2.5	2.5	False
2018-08-23T17:15:18.915884	1535058918.915884	3.5	accomplished	finally finished	schoolwork, with friends	2	False	School	3	1	2.5	True
2018-08-23T21:50:13.631525	1535075413.631525	3	tired	walked back home from chinatown	leisure, tv	1	True	Home	2	0	4	True
2018-08-23T23:27:16.916530	1535081236.91653	2.5	annoyed, powerless	can't stop being compulsive	leisure, tv	1	True	Home	2	2	4	True
2018-08-24T01:14:08.006182	1535087648.006182	3	focused but sleepy	it's late but i can't stop working	schoolwork	0	True	Home	2.5	1	5	True
2018-08-24T11:13:42.462657	1535123622.462657	3	fine, a bit preoccupied	lots of things to do before i leave to go upstate	leisure, feedly, email	0	True	Home	3	1	1.5	False
2018-08-24T12:14:33.931690	1535127273.93169	3	still fine	just eating and packing	eating, errands	1	True	Home	3	1	2	True
2018-08-24T13:21:20.364664	1535131280.364664	2	super sleepy for some reason	no idea	errands	2	True	Home	2	0	4	True
2018-08-24T14:23:45.053684	1535135025.053684	3	content	finally got my shit together	errands, eating, leisure, tv	2	True	Home	2.5	0	3.5	False
2018-08-24T15:27:12.004293	1535138832.004293	3	super sleepy but proud of myself	figured out an easy fix for productivity api crap	schoolwork, errands, leisure, tv	1	True	Home	3	0	4	False
2018-08-24T16:27:12.004293	1535142432.004293	2.5	still groggy, a little anxious	just waiting around to go upstate	leisure, tv	1	True	Home	2.5	0	4	False
2018-08-26T21:15:09.736031	1535332509.736031	2.5	exhausted	just got back from weekend upstate with 8 ITP classmates, during which  i got sick	errands, with friends	2	True	Home	1.5	1	4.5	False
2018-08-26T22:21:33.788919	1535336493.788919	2	still exhausted	just watching SATC	leisure, tv	0	True	Home	1	1	5	True
2018-08-26T23:30:28.821062	1535340628.821062	1.5	sick	caught a cold or something	leisure, tv	0	True	Home	1	2	5	True
2018-08-27T00:52:07.617502	1535345527.617502	1.5	terrible	still sick	leisure, tv	0	True	Home	0.5	2.5	5	True
2018-08-27T12:12:13.671568	1535386333.671568	2.5	tired and weak	am hungry and sick	leisure	2	True	Home	2.5	0	3.5	False
2018-08-27T13:35:40.944232	1535391340.944232	2.5	still out of it	sick	schoolwork, errands, leisure, feedly	3	True	Home	3	0	3	True
2018-08-27T14:44:48.802106	1535395488.802106	3	a little more alive	starting to do work	schoolwork	2	True	Home	3	1	3	True
2018-08-27T16:10:52.826640	1535400652.82664	3	focused	working on viz	schoolwork	1	True	Home	3	0	2.5	True
2018-08-27T17:15:59.831152	1535404559.831152	2.5	lazy	physically tired from illness	schoolwork, leisure, tv	0	True	Home	2	0	3	True
2018-08-27T18:17:23.200701	1535408243.200701	3	better	food, rest	leisure, tv, eating, schoolwork	0	True	Home	3	0	2.5	True
2018-08-27T19:27:29.184676	1535412449.184676	2.5	restless	don't want to work	schoolwork	0	True	Home	2.5	2	2	True
2018-08-27T21:27:21.064931	1535419641.064931	3	focused	working on dashboard	schoolwork	0	True	Home	3	0	2.5	True
2018-08-27T22:28:40.980436	1535423320.980436	3	still focused	still working on dashboard	schoolwork	0	True	Home	3	1	3	True
2018-08-28T00:05:23.770702	1535429123.770702	2.5	lazy	taking a break from work to watch tv	leisure, tv	0	True	Home	2	0	3.5	True
2018-08-28T01:35:37.286804	1535434537.286804	2.5	tired, frustrated	it's late and i can't figure out this tabcounter viz	schoolwork	0	True	Home	2.5	0	4	True
2018-08-28T11:21:49.012380	1535469709.01238	3	neutral	recovering from illness	schoolwork	0	True	Home	3	1	2.5	True
2018-08-28T14:08:47.854307	1535479727.854307	3	focused, a little weak	still recovering from illness but also a little hungry	schoolwork	3	False	School	3	0	3	True
2018-08-28T15:38:03.429207	1535485083.429207	2.5	restless	it's too cold at school	schoolwork	1	False	School	2.5	2	2.5	True
2018-08-28T16:54:55.628147	1535489695.628147	3	focused	took a break outside	schoolwork, leisure	0	False	School	3	0	2	True
2018-08-28T17:54:55.628147	1535493295.628147	3	focused	working on big viz	schoolwork	1	False	School	3	1	2	False
2018-08-28T18:54:55.628147	1535496895.628147	3	focused	working on big viz	schoolwork	1	False	School	3	1	2	False
2018-08-28T20:36:50.716941	1535503010.716941	2.5	blah	tired and hot	ash stuff, leisure, tv	3	True	Home	2	1	3	False
2018-08-28T21:56:13.886787	1535507773.886787	2	bored and lonely	still getting used to being single	leisure, tv	0	True	Home	2.5	0	3.5	True
2018-08-28T22:59:29.319532	1535511569.319532	3	focused	working on big viz again	schoolwork	3	True	Home	3	0	3.5	True
2018-08-29T00:00:32.303588	1535515232.303588	2.5	distracted and a little lonely again	just figured out a big issue and am kind of hungry	schoolwork	1	True	Home	2.5	1	4	True
2018-08-29T01:01:36.145274	1535518896.145274	3	content	watched SATC, now back to work	schoolwork, leisure, tv	1	True	Home	3	0	4	True
2018-08-29T02:27:34.366009	1535524054.366009	2.5	focused but uncomfortable	working on viz, hot and sleepy	schoolwork	0	True	Home	2.5	1	4	True
2018-08-29T03:28:15.584598	1535527695.584598	3	accomplished	made good progress today	schoolwork	0	True	Home	3.5	0	4.5	True
2018-08-29T12:18:10.926361	1535559490.926361	3	focused	jumped right back into work	schoolwork, email	0	True	Home	3.5	0	3	False
2018-08-29T13:19:51.884190	1535563191.88419	2.5	tired	didn't sleep much last night	leisure, tv, schoolwork	0	True	Home	2.5	0	3.5	False
2018-08-29T17:19:53.049808	1535577593.049808	2.5	hot and tired	went to therapy, grocery shopping	therapy, errands	3	True	Home	2	0	4	False
2018-08-29T18:31:02.445414	1535581862.445414	2.5	numbed out	still watching SATC	leisure, tv	0	True	Home	2.5	0	3.5	True
2018-08-29T19:33:38.402555	1535585618.402555	3	fine	back to work	schoolwork	1	True	Home	3	0	3	True
2018-08-29T20:57:11.866452	1535590631.866453	3	focused	still working on viz	schoolwork	0	True	Home	3	0	3.5	True
2018-08-29T21:57:11.866452	1535594231.866452	2.5	tired	didn't sleep well last night	schoolwork	0	True	Home	2	0	4.5	True
2018-08-29T23:27:46.674540	1535599666.67454	2.5	still tired	too lazy to wash up and go to sleep	schoolwork	1	True	Home	2	0	4.5	True
2018-08-30T10:56:29.731845	1535640989.731845	3	content	slept pretty well last night	 email	0	True	Home	3	0	3	False
2018-08-30T12:29:59.734702	1535646599.734702	3	focused	working	schoolwork	0	True	Home	3.5	0	2.5	False
2018-08-30T14:00:40.083304	1535652040.083304	3	still focused	still working	schoolwork	0	True	Home	3	0.5	2.5	False
2018-08-30T16:01:03.357091	1535659263.357091	3	still focused	finishing up big viz	schoolwork	2	False	School, Library	3.5	0	2	False
2018-08-30T17:06:19.381755	1535663179.381755	3	still focused	tweaking viz	schoolwork	1	False	School, Library	3	0	2	False
2018-08-30T21:54:34.959126	1535680474.959126	5	happy	had a fun phone convo with shaon	chatting	2	True	Home	3.5	0	2	False
2018-08-30T23:00:32.439413	1535684432.439413	4	cheerful	happy to talk to friends	schoolwork	2	True	Home	3	0	2	False
2018-08-31T00:01:23.890486	1535688083.890486	3.5	focused	still working on viz	schoolwork	1	True	Home	3	0	3	True
2018-08-31T01:04:23.626295	1535691863.626295	3.5	accomplished	just finished my masterpiece	schoolwork	2	True	Home	3.5	0	3.5	True
2018-08-31T11:01:16.461323	1535727676.461323	3	focused	working on application	schoolwork	0	True	Home	3	4.5	2.5	False
2018-08-31T12:09:33.144747	1535731773.144747	3	exhausted	was so stressed about the deadline	schoolwork, email	1	True	Home	3	2	3	False
2018-08-31T13:11:13.978613	1535735473.978613	2.5	tired and lazy	dead after scrambling this morning	leisure, tv	4	True	Home	1.5	0	3	True
2018-08-31T14:12:32.614352	1535739152.614352	3	feeling a little light headed/nauseated, but otherwise fine	microdosed shrooms this afternoon	leisure, tv, schoolwork	2	True	Home	2.5	0	3.5	False
2018-08-31T15:20:19.672594	1535743219.672594	3	content	just had lunch, watching SATC	leisure, tv, eating	1	True	Home	2.5	0	3.5	False
2018-08-31T17:34:30.553247	1535751270.553247	3	fine	just getting laundry together, not doing anything in particular	leisure, feedly, errands	2	True	Home	2.5	0	3.5	False
2018-08-31T18:36:48.395688	1535755008.395688	2.5	guilty	so lazy today	leisure, tv	0	True	Home	2	0.5	4	True
2018-09-01T01:27:28.608629	1535779648.608629	4	cheerful	had a nice night with james	leisure, with friends	2	True	Home	2	0	4.5	True
2018-09-01T11:54:50.238744	1535817290.238744	3	neutral	just having some breakfast	cooking, eating, email	2	True	Home	3	0	3	False
2018-09-01T11:54:50.238744	1535817290.238744	3	neutral	 doing errands	errands	2	True	Home	3	0	3	True
2018-09-01T14:57:00.339346	1535828220.339346	2.5	lazy	didn't get enough sleep last night	leisure, tv, eating	1	True	Home	2	0	3.5	True
2018-09-01T20:23:49.610229	1535847829.610229	3	content	had a surprise meetup with maryl	eating, with friends	1	True	Home	2	0	4	False
2018-09-01T21:25:25.575871	1535851525.575871	2.5	still unmotivated	maybe i'm burnt out, or sleep deprived, or scared of starting an application, or starting the new phase of my project	leisure	2	True	Home	2	0	4	True
2018-09-01T22:27:39.714361	1535855259.714361	3	a little more motivated	gathered some energy while laying around	errands	2	True	Home	2.5	0	4	False
2018-09-02T00:04:58.036541	1535861098.036541	3	content	finished putting away laundry	errands, leisure, tv	1	True	Home	2	0	4.5	True
2018-09-02T01:25:14.412262	1535865914.412262	2	sleepy	2 sleepytime teabags, not enough sleep last night	leisure, tv	1	True	Home	1.5	0	5	False
2018-09-02T12:33:39.368333	1535906019.368333	3	neutral	just got out of bed	leisure, feedly, email	2	True	Home	3	1	2.5	False
2018-09-02T13:47:40.137644	1535910460.137644	2.5	blah	trying to find a good reference for my bangs	leisure	1	True	Home	2	1	2.5	False
2018-09-02T14:48:39.065945	1535914119.065945	3	inspired	got another intervention from the positive psych MOOC	schoolwork, errands	2	True	Home	3	0	2	False
2018-09-02T15:57:42.971432	1535918262.971432	3	content	finally working on bamboo mat for bathroom	errands	0	True	Home	3	1	3	False
2018-09-02T17:01:06.507457	1535922066.507457	2.5	lazy	taking a break	eating, leisure, tv	1	True	Home	2.5	0	3	True
2018-09-02T18:06:18.922431	1535925978.922431	3	motivated again	took a long enough break	schoolwork	1	True	Home	3	0	3	False
2018-09-02T19:13:02.613355	1535929982.613355	2.5	still motivated but hungry	didn't eat much today	schoolwork	0	True	Home	3	1	3.5	False
2018-09-02T20:13:02.613355	1535933582.613355	2.5	lazy	taking a break	eating, leisure, tv	1	True	Home	2.5	0	3.5	False
2018-09-02T22:13:37.504871	1535940817.504871	3.5	refreshed	power-walked outside to meet my step count, had a shower afterwards	leisure, working out	1	True	Home	3	0	4	False
2018-09-02T23:14:29.250458	1535944469.250458	3	motivated	working on predictor	schoolwork	0	True	Home	3.5	0	3.5	True
2018-09-03T00:16:03.970906	1535948163.970906	3.5	accomplished	figured out a ML thing and am rewarding myself with tv	schoolwork, leisure, tv	1	True	Home	3	0	4	True
2018-09-03T01:36:21.218401	1535952981.218401	3	focused	continuing work on ML thing	schoolwork	1	True	Home	3.5	0	4	True
2018-09-03T02:36:53.133180	1535956613.13318	3.5	accomplished, focused	figured out the ML thing	schoolwork	1	True	Home	4	0	4.5	False
2018-09-03T11:11:24.227927	1535987484.227927	3	groggy	just woke up, didn't sleep much	washing up, email	0	True	Home	3.5	0.5	3.5	True
2018-09-03T12:15:04.225701	1535991304.225701	3.5	focused	working on a million things at once	schoolwork	1	True	Home	3.5	1	3.5	False
2018-09-03T13:15:45.974271	1535994945.974271	3.5	still focused	trying to get firebase to work for affectiva	schoolwork	1	True	Home	4	2	3.5	False
2018-09-03T14:30:31.164889	1535999431.164889	3	frantic	trying to finish affectiva thing before i leave	schoolwork, eating	1	True	Home	4	3	4	False
2018-09-03T19:41:06.711475	1536018066.711475	4	content	had a nice day bouldering with michelle	with friends, eating, washing up, schoolwork, leisure, tv	1	True	Home	4	0	4.5	True
2018-09-03T20:52:12.646704	1536022332.646704	3.5	lazy	so tired from working out	schoolwork, leisure, tv	1	True	Home	3.5	0	4.5	False
2018-09-03T21:55:24.929030	1536026124.92903	3	a little lazy and restless	not sure what to do next	schoolwork, cooking	2	True	Home	3	1.5	4	True
2018-09-03T22:58:02.321591	1536029882.321591	2.5	lazy and unmotivated	still tired from the day	leisure, tv	1	True	Home	2	0.5	4	True
2018-09-03T23:58:53.023547	1536033533.023547	2	lonely, restless	nothing to do, no one to talk to	schoolwork	0	True	Home	2	1	4.5	True
2018-09-04T01:07:35.636719	1536037655.636719	2.5	focused	working on google's fitnes api	schoolwork	0	True	Home	3	0.5	4.5	True
2018-09-04T10:26:27.278147	1536071187.278147	3	content	just woke up	washing up, email	1	True	Home	3.5	0.5	3.5	False
2018-09-04T11:32:32.135256	1536075152.135256	2.5	a little restless	don't want to shape my google fit data :(	schoolwork	1	True	Home	3	1	3.5	True
2018-09-04T12:38:58.953550	1536079138.95355	2.5	woozy	shrooms	schoolwork	0	True	Home	2.5	1.5	4.5	False
2018-09-04T13:42:41.173612	1536082961.173612	3	better	took a break	leisure, tv	1	True	Home	3	0.5	3.5	False
2018-09-04T15:00:42.961816	1536087642.961816	3.5	accomplished	finally finished this google fit thing	schoolwork, leisure	2	True	Home	3.5	1	3	False
2018-09-04T18:29:06.422273	1536100146.422273	2.5	exhausted	walked for too long in the heat	leisure, tv	2	True	Home	2	1.5	4.5	True
2018-09-04T20:13:24.056018	1536106404.056018	2.5	headache	still sick from the heat	leisure, tv	2	True	Home	2	2	4.5	False
2018-09-04T21:19:57.674671	1536110397.674671	3.5	better, cheerful	chatting with friends and flirting with some dudes	chatting, ash stuff	5	True	Home	3	1	4	False
2018-09-04T22:20:22.248075	1536114022.248075	3	focused	working on ML viz	schoolwork	2	True	Home	3	0.5	3.5	False
2018-09-04T23:21:30.058865	1536117690.058865	3	still focused	still working on ML viz	schoolwork	2	True	Home	3	0.5	3.5	True
2018-09-05T00:22:16.714193	1536121336.714193	2.5	focused, sleepy	still working on viz, had an edible and sleeptime tea	schoolwork	1	True	Home	2	0	4.5	False
2018-09-05T10:30:30.427460	1536157830.42746	3	content	just woke up	washing up, email	2	True	Home	3	0.5	2.5	False
2018-09-05T11:31:19.917076	1536161479.917076	2.5	nervous	need to go to first class of the semester, but it's so hot	  schoolwork	0	True	Home	3	2	3	False
2018-09-05T13:28:24.154213	1536168504.154213	3	neutral	sitting in class	in class	4	False	School	3	0.5	2.5	False
2018-09-05T14:39:39.880757	1536172779.880757	3	neutral	still in class	in class	4	False	School	3	1	2	True
2018-09-05T17:38:08.992717	1536183488.992717	3.5	proud	was able to help effy with d3	schoolwork, with friends	1	False	School, library	4	0.5	3	True
2018-09-05T18:39:46.269256	1536187186.269256	2.5	restless	feeling lonely, not sure what to work on next	schoolwork	0	False	School, Library	2.5	2.5	3	True
2018-09-05T19:52:43.294838	1536191563.294838	3	focused	working on script	schoolwork	0	False	School, Library	3	1.5	3.5	False
2018-09-05T21:56:17.796859	1536198977.796859	3	focused	working on video	schoolwork	1	True	Home	3	0.5	4	False
2018-09-05T22:57:35.829594	1536202655.829594	3	neutral	watching tv	leisure, tv	0	True	Home	3	0.5	4	True
2018-09-06T00:00:37.740467	1536206437.740467	3	neutral	watching tv and finishing up the application	leisure, tv, schoolwork	0	True	Home	3	0.5	4	False
2018-09-06T10:07:59.211142	1536242879.211142	3	neutral	just woke up	washing up, email	0	True	Home	3	1	2.5	False
2018-09-06T12:11:52.749098	1536250312.749098	3	tired	just walked to school on a 90+ degree day	in class	1	False	School	3	2	3.5	False
2018-09-06T15:38:56.344285	1536262736.344285	3.5	cheerful	chatting with friends	chatting, with friends, eating	7	False	School	3	1	3	False
2018-09-07T00:32:34.751830	1536294754.75183	4.5	cheerful	had a nice night out with friends and date	with friends, leisure	7	True	Home	4	0	4	True
2018-09-07T14:16:29.849289	1536344189.849289	4.5	cheerful	hanging out at school	schoolwork, with friends, leisure, eating, email	6	False	School	3	0	3.5	False
2018-09-07T16:51:06.639503	1536353466.639503	4.5	cheerful	still hanging out at school	eating, with friends	2	False	School	3	0	3.5	False
2018-09-07T18:49:18.023292	1536360558.023292	3	tired	didn't sleep enough last night	 leisure, tv	3	True	Home	2	0	4	True
2018-09-07T20:29:50.377172	1536366590.377172	3	neutral	just relaxing	leisure, tv	0	True	Home	2	0	3.5	True
2018-09-07T21:30:34.255216	1536370234.255216	3	still neutral	still relaxing	leisure, tv, cooking, eating	0	True	Home	2.5	0	3.5	True
2018-09-07T22:31:58.730339	1536373918.730339	2.5	sleepy and a little restless	it's been a long day, still feel like i should have someone to   talk to all the time	schoolwork, studying	0	True	Home	2.5	0.5	4	True
2018-09-07T23:37:01.409732	1536377821.409732	2	sleepy, out of control	can't stop picking	studying	0	True	Home	2	2	4.5	True
2018-09-08T11:59:19.876113	1536422359.876113	3	tired but accomplished and motivated	doing errands around the house	errands	0	True	Home	3.5	0.5	3	False
2018-09-08T15:09:51.285307	1536433791.285307	3.5	content	had a nice yoga class	 working out, errands	1	True	Home	3	0	4	False
2018-09-08T16:12:47.816716	1536437567.816716	3	lazy	watching tv	leisure, tv	2	True	Home	2.5	0	3.5	False
2018-09-08T18:20:27.180221	1536445227.180221	3.5	accomplished	doing more errands	errands	1	True	Home	3	0	3.5	False
2018-09-08T19:35:31.908806	1536449731.908806	2.5	a little sad	still feeling like i'm missing something	schoolwork	0	True	Home	3	1.5	3.5	False
2018-09-08T20:38:23.480924	1536453503.480924	3	working but still a little restless	getting back in the flow	schoolwork, leisure, feedly	1	True	Home	3	1	4	True
2018-09-08T22:20:30.783882	1536459630.783882	2.5	annoyed and still a little restless	can't figure out a simple thing	schoolwork, leisure, feedly, errands	2	True	Home	2.5	1.5	4	True
2018-09-08T23:24:42.245409	1536463482.245409	2.5	unfocused	still can't figure out the thing	schoolwork, leisure	1	True	Home	2	1.5	4	True
2018-09-09T00:25:27.410230	1536467127.41023	3	focused	finally figured this shit out	schoolwork	2	True	Home	3	1	4	False
2018-09-09T01:27:10.801334	1536470830.801334	3	neutral	done for the day	schoolwork, leisure, feedly	0	True	Home	2	0	4	False
2018-09-09T02:28:46.301850	1536474526.30185	3.5	peaceful	having a mood	leisure	0	True	Home	3	0	4.5	True
2018-09-09T12:32:19.595825	1536510739.595825	3	neutral	just woke up	washing up, email, chatting	3	True	Home	3	0.5	3	False
2018-09-09T13:33:33.208644	1536514413.208644	3.5	enjoying a slow morning	talking to some friends	chatting, schoolwork	4	True	Home	3.5	0.5	2.5	False
2018-09-09T14:35:25.809567	1536518125.809567	3	fine	still chatting	chatting, leisure	4	True	Home	3	1	3	False
2018-09-09T15:35:57.200034	1536521757.200034	3	neutral	working on ml viz	schoolwork	4	True	Home	3	1.5	2.5	True
2018-09-09T16:36:07.365596	1536525367.365596	3	neutral	still working on viz, stuff around the house	schoolwork, leisure, feedly, errands	2	True	Home	3	1	2	True
2018-09-09T17:36:07.365596	1536528967.365596	3	neutral	still working on viz	schoolwork, leisure	1	True	Home	2.5	1	2	False
2018-09-10T09:16:12.397868	1536585372.397868	3	exhausted but cheerful	in a 9am makeup class after very little sleep	 in class	1	False	School	2.5	2	4	False
2018-09-10T10:16:54.364015	1536589014.364015	2.5	sleepy	couldn't sleep last night	in class	0	False	School	2	1	4	False
2018-09-10T11:27:55.247808	1536593275.247808	3	still tired but cheerful	chatted with friends during break	 in class	3	False	School	2.5	1	4.5	True
2018-09-10T15:14:19.958426	1536606859.958426	3	content	just had a nap and lunch	cooking, eating, leisure, feedly	1	True	Home	3	0	2	False
2018-09-10T16:15:20.547462	1536610520.547462	3	slow, sluggish	still pretty tired	schoolwork, feedly, email	2	True	Home	2.5	0	3	True
2018-09-10T18:01:34.582769	1536616894.582769	3.5	cheerful	hanging out at shcool	leisure, with friends	6	False	School	3.5	0	3.5	False
2018-09-10T19:08:03.656131	1536620883.656131	3	pretty neutral, a little engaged	in class	in class	1	False	School	3	1	3	False
2018-09-10T20:24:34.827934	1536625474.827934	3.5	pretty engaged in class 	interesting discussions	in class	0	False	School	3.5	1	3.5	False
2018-09-10T22:08:26.524025	1536631706.524025	2.5	a little restless	reluctant to start working, waiting for people to text me	leisure, feedly, cooking, eating	1	True	Home	2.5	1	4	False
2018-09-10T23:09:13.580874	1536635353.580874	3	fine	just working, no longer expecting texts	schoolwork	2	True	Home	3	0	4	False
2018-09-11T00:10:01.162047	1536639001.162047	3	still fine	still working	schoolwork	1	True	Home	3	0	3.5	False
2018-09-11T01:28:35.163122	1536643715.163122	3.5	cheerful	listening to bruno mars lol	schoolwork, leisure	0	True	Home	2.5	0	4.5	False
2018-09-11T10:56:28.256520	1536677788.25652	3	neutral	just got up	washing up, email, errands	1	True	Home	3	1.5	3	False
2018-09-11T12:26:35.909802	1536683195.909802	4	pretty cheerful	woke up in a good mood i guess	in class	4	False	School	3.5	0.5	2.5	True
2018-09-11T13:27:22.543209	1536686842.543209	3	focused	in class	in class	0	False	School	3	0	3.5	False
2018-09-11T14:45:17.570022	1536691517.570022	4	engaged	in class	in class	2	False	School	3.5	0	3	False
2018-09-11T15:59:26.849340	1536695966.84934	3	fine	procrastinating on homework	schoolwork, leisure	3	False	School	3	0	3	False
2018-09-11T17:00:49.444831	1536699649.444831	3	cheerful but lazy	don't feel like doing homework	schoolwork, with friends, leisure, feedly	2	False	School	2	0	3.5	False
2018-09-11T20:04:34.196268	1536710674.196268	2.5	pretty tired	long day, ran some errands	cooking, eating, leisure, feedly	2	True	Home	2	1	4	False
2018-09-11T21:05:23.701807	1536714323.701807	2.5	unmotivated	not sure, don't feel like doing homework even though it's easy	leisure, feedly	1	True	Home	1.5	1	4	True
2018-09-11T22:08:22.745670	1536718102.74567	3	focused	working on homework (kind of)	schoolwork	0	True	Home	2.5	0.5	3.5	False
2018-09-11T23:09:32.361049	1536721772.361049	2.5	distracted	really do not want to work on hw	schoolwork, leisure	0	True	Home	2	1	4	True
2018-09-12T00:55:03.559008	1536728103.559008	2.5	super sleepy but accomplished	finally finished hw for the most part	schoolwork	1	False	Home	1.5	0	5	False
2018-09-12T10:43:25.016989	1536763405.016989	3	neutral	just woke up	washing up, email	2	True	Home	2.5	1.5	3.5	False
2018-09-12T12:17:53.220363	1536769073.220363	3.5	cheerful but kind of tired	hanging out before class	in class, schoolwork, with friends	3	False	School	3	0.5	3	False
2018-09-12T13:35:59.732120	1536773759.73212	3	tired and hungry	dumb body	in class	0	False	School	2.5	0.5	3.5	False
2018-09-12T14:38:09.000805	1536777489.000805	3.5	entertained	shiffman is funny	in class	0	False	School	3	0	3.5	True
2018-09-12T19:06:40.215384	1536793600.215384	4.5	cheerful	yoga, hanging out at school	working out, leisure, with friends	5	False	School	2.5	0	3.5	False
2018-09-12T22:19:35.633618	1536805175.633618	3	neutral	just woke up from a nap	leisure, resting, feedly	1	True	Home	2.5	0.5	3	False
2018-09-12T23:24:47.904480	1536809087.90448	2.5	still tired and unmotivated	long day	leisure, feedly	2	True	Home	2	1	4	True
2018-09-13T00:37:15.356577	1536813435.356577	4.5	cheerful	had an amusing phone call with mingwei	chatting, with friends	1	True	Home	3	1.5	3.5	False
2018-09-13T10:44:36.991221	1536849876.991221	3	neutral	just got up	washing up, email, leisure, feedly	1	True	Home	2.5	1	3	True
2018-09-13T21:48:17.272308	1536889697.272308	3	so tired	been tired all day	leisure, feedly	1	True	Home	2	0	4	True
2018-09-13T22:49:23.953644	1536893363.953644	2.5	mildly upset	election results were terrible	chatting, leisure	3	True	Home	2	0	4	True
2018-09-13T23:50:04.272496	1536897004.272496	3	neutral	working on mozfest poster	schoolwork	2	True	Home	2.5	0	4	False
2018-09-14T01:30:04.272496	1536903004.272496	4.5	cheerful	had a nice phone call with mingwei	leisure, chatting	1	True	Home	3	0	4	False
2018-09-14T10:40:08.088709	1536936008.088709	3	neutral	just woke up	email	1	True	Home	3	0.5	2.5	False
2018-09-14T11:51:35.968321	1536940295.968321	3	focused	working on poster	working	0	True	Home	3	1	2	False
